Date,MMAX,AAPL,AMZN,GOOGL,MCD,GM,TSLA,PFE,SBUX,TWTR,VZ,WYNN,KHC,JNJ,HST,HLT,FDX,DPZ,SP500,DJIA,VIXCLS,DEXJPUS,DEXUSUK,DEXUSEU
187,49.90769196,41.95635223,79.32550049,1095.800049,144.0823822,33.94184875,62.11000061,29.47670364,53.8800621,31.35000038,39.52764511,173.9947815,51.58306503,117.2260818,16.9228096,80.13793945,238.8904114,222.8700104,2716.94,24727.27,18.2,106.42,1.4013,1.2271
188,49.89936829,41.00584412,79.09300232,1094,143.4315186,34.57670593,63.30599976,29.42802048,53.7055397,32.72999954,39.18782043,169.0164795,50.61149216,117.2081909,16.77075768,80.62065125,236.0748291,219.6654053,2711.93,24682.31,17.86,106.3,1.4064,1.2268
189,49.18294525,40.42644882,77.2460022,1053.150024,141.9669647,33.44500351,61.81999969,28.88441277,53.06258392,31.20000076,38.85628128,165.8235931,49.41948318,113.8042603,16.45769691,79.24149323,223.9875793,217.8754578,2643.69,23957.89,23.34,105.34,1.4098,1.231
190,46.88374329,39.49030304,74.77799988,1026.550049,140.1047211,32.35930634,60.30799866,27.98379898,51.72154999,31.03000069,38.36726379,166.1447906,49.01125717,111.7672501,16.08203506,77.00531769,217.5505676,218.1159973,2588.26,23533.2,24.87,104.83,1.4151,1.236
191,48.42487717,41.36497879,77.79299927,1054.089966,142.8438721,33.11378098,60.83599854,28.43005371,53.09012985,31.90999985,39.01376343,167.2027893,50.33390045,113.813179,16.44875526,78.7883606,227.3815002,222.5716858,2658.55,24202.6,21.03,105,1.4236,1.244
192,47.79176331,40.30434036,74.85250092,1006.940002,142.3647919,32.08327866,55.83599854,28.40570831,52.77784729,28.06999969,39.21269608,167.8923645,49.55828094,113.6523819,16.3950901,77.61608124,222.4423218,222.8604126,2612.62,23857.71,22.5,105.72,1.4161,1.241
193,47.39189911,39.85900879,71.57099915,1005.179993,143.2054749,32.6353302,51.55599976,28.64101028,53.18199921,28.45000076,39.7845993,166.2959137,50.10528946,113.8667984,16.79298782,77.14322662,222.5940399,225.0641327,2605,23848.42,22.87,106.3,1.411,1.2351
194,48.74976349,40.17026138,72.36699677,1037.140015,141.3703156,33.43580246,53.22600174,28.79516602,53.17279816,29.01000023,39.63539505,172.2660828,50.85643387,114.4921951,16.856287,77.58654022,227.6279755,224.7658386,2640.87,24103.11,19.97,106.27,1.4029,1.2297
195,48.10832214,39.90689468,68.59950256,1012.630005,142.5817413,32.90215683,50.49599838,28.43816376,51.65725327,28.04000092,39.08836365,170.981369,49.03575516,111.2848129,16.53977966,75.92170715,226.1016846,221.7440796,2581.88,23644.19,23.62,105.99,1.4032,1.2288
196,48.56649399,40.31630707,69.60250092,1018.679993,145.0044556,33.98784637,53.50600052,28.94932175,53.27383804,27.54000092,39.37017059,170.3201141,49.18272018,114.6708755,16.86532974,76.37486267,228.5096283,224.6792297,2614.45,24033.36,21.1,106.45,1.4068,1.2261
197,49.09132004,41.08724594,70.52850342,1029.709961,146.2068481,34.99074173,57.38800049,29.31443405,54.03620148,28.25,39.72657394,169.6399841,50.11346054,116.511322,17.0100174,76.86740112,226.348175,222.7353058,2644.69,24264.3,20.06,106.56,1.4076,1.2292
198,48.52484131,41.37216949,72.58750153,1032.640015,148.2137451,34.96313858,61.14400101,28.98988152,54.32094574,28.63999939,39.98351288,171.2080994,50.05631256,116.7793808,16.856287,77.86235046,228.5380707,226.9118652,2662.84,24505.22,18.94,107.48,1.3991,1.223
199,47.16698074,40.31391525,70.2614975,1009.950012,145.7729187,34.66871262,59.86000061,28.53552818,53.58613586,28.10000038,39.3535881,168.6102905,49.42765045,114.4475327,16.68446922,76.35516357,222.1105194,222.7448883,2604.47,23932.76,21.49,107.03,1.4088,1.2274
200,46.89207077,40.71375275,70.30400085,1020.090027,145.754837,34.80672455,57.93199921,28.77081871,53.91679764,28.01000023,39.37878036,170.3956909,49.51745224,115.6804352,16.49456406,75.01542664,222.1390076,223.6784058,2613.16,23979.1,21.77,107.06,1.4136,1.232
201,49.44119263,41.47990036,71.81099701,1036.5,147.1470032,35.94762421,60.93999863,29.16838646,54.56895065,29.53000069,40.51179504,173.1351624,50.00731659,116.3683777,16.5036068,73.89241028,225.6276703,222.9758606,2656.87,24408,20.47,107.3,1.4161,1.2338
202,48.78309631,41.28596878,71.35250092,1025.060059,147.6623077,35.88322449,60.18600082,29.03856659,54.57811737,29.38999939,39.93268585,169.8761292,50.24409103,115.8144531,16.71159554,78.42386627,225.6276703,222.3022308,2642.19,24189.45,20.24,106.78,1.4194,1.2384
203,49.87437057,41.69299316,72.42500305,1037.290039,146.1073761,35.72681046,58.81600189,29.46858597,54.58731842,29,40.06697845,176.3091736,49.75422668,116.5291901,17.38982773,78.75878906,229.3344269,222.7641754,2663.99,24483.05,18.49,107.3,1.4244,1.232
204,50.49082565,41.83424377,71.53949738,1036.040039,146.2068481,35.63479996,60.06800079,29.46858597,54.41279984,28.76000023,39.99983215,173.6358185,49.73788834,116.6989594,17.30844307,78.42386627,231.780304,221.6478271,2656.3,24360.14,17.41,107.52,1.4255,1.2322
205,50.94067383,42.09522629,72.07499695,1046.099976,146.1164398,36.0396347,58.24200058,29.63897896,54.58731842,28.57999992,40.61249924,178.2551422,49.95833969,117.7174683,17.58877754,79.33014679,237.0323334,223.6014252,2677.84,24573.04,16.56,107.26,1.4332,1.2373
206,51.55712128,42.67462158,75.1914978,1079.359985,146.9481354,36.08564377,57.5379982,29.47670364,54.95472336,31.84000015,40.9985733,180.0972137,50.36655807,116.6274796,17.78772545,79.95078278,238.8998871,228.2302856,2706.39,24786.63,15.25,107.09,1.4301,1.2345
207,51.74039841,42.57884979,76.39199829,1075.390015,146.2791595,35.81881714,58.66999817,29.60652542,54.65160751,31.54000092,40.80553818,182.232132,49.63175201,114.1080246,17.88719749,80.95557404,242.2463837,229.2215118,2708.64,24748.07,15.6,107.26,1.4227,1.238
208,49.89936829,41.37216949,77.84549713,1089.449951,144.2179718,34.75152206,60.01599884,29.63897896,54.39442444,31.54000092,40.6460762,181.0418701,48.76631927,113.9561157,17.59781837,80.75855255,238.5112152,231.6273804,2693.13,24664.89,15.96,107.42,1.4193,1.2336
209,49.68276978,39.67705917,76.37449646,1077.319946,143.5309753,34.60430527,58.04800034,29.72011185,53.27383804,31.90999985,40.20125961,181.8542786,47.53349304,113.1610031,17.56164551,81.10334015,234.2735901,229.9336548,2670.14,24462.94,16.88,107.6,1.4033,1.2282
210,48.49985123,39.56212997,75.89299774,1073.810059,143.7297974,34.67791367,56.67399979,29.85803986,53.4208107,31.21999931,40.83911133,182.5438843,47.09261703,113.3128815,17.59781837,80.8669281,235.8851929,230.4629364,2670.29,24448.69,16.34,108.62,1.3953,1.2216
211,48.54150772,39.01145935,73.00450134,1022.640015,142.2201233,34.89873505,56.69200134,30.06899071,53.09932709,30.46999931,41.68677139,179.4832153,46.15370178,112.7410965,17.45313072,80.8176651,232.7946777,223.0913544,2634.56,24024.13,18.02,109.03,1.3975,1.2226
212,48.56649399,39.18144226,73.00849915,1022.98999,140.9725647,35.06434631,56.13800049,29.76067543,53.00746536,29.75,42.04766464,172.7667542,46.41495895,113.2503433,17.74250984,80.61078644,234.0650177,224.736969,2639.4,24083.83,17.84,109.33,1.3941,1.2178
213,49.43286514,39.31792068,75.89800262,1043.310059,143.6484375,35.1931572,57.09600067,29.89860535,54.54138947,30.27000046,41.76230621,174.0609131,46.80685806,114.3671112,17.72442436,80.70930481,234.0934601,241.1738892,2666.94,24322.34,16.24,109.3,1.3927,1.2113
214,49.58280945,38.86302185,78.6309967,1031.449951,143.1060486,34.64111328,58.81600189,30.02031136,53.60450745,29,43.28138733,174.8638458,47.07627487,114.5994034,17.86006546,78.97551727,237.3166809,239.0662994,2669.91,24311.19,15.41,109.12,1.3785,1.2108
215,48.22494125,39.5669136,78.3065033,1018.580017,151.3688049,33.80383682,58.77999878,29.70388031,52.87888336,30.30999947,41.41820526,175.8840942,46.0312233,113.0091095,17.6882515,77.66533661,234.3494263,232.6282196,2648.05,24163.15,15.93,109.28,1.3751,1.2074
216,45.15934372,40.48630142,79.11299896,1040.75,147.7527313,33.50940704,59.98400116,28.72213554,53.39324188,30.29999924,40.97338867,181.2308197,45.47605133,112.5802765,17.66112328,79.04447937,231.9414673,238.3541718,2654.8,24099.05,15.49,109.69,1.3611,1.2
217,45.5675354,42.27478027,78.48400116,1026.050049,145.2575836,33.30699158,60.22999954,28.30834198,52.07976151,30.54999924,40.07536697,180.456192,44.25137711,110.3377609,17.57069206,78.26623535,228.0924988,235.0822144,2635.67,23924.98,15.97,109.89,1.361,1.1968
218,45.79245377,42.35139847,78.60399628,1026.300049,144.7151947,33.26099014,56.88999939,28.20286751,51.55621719,30.67000008,40.15090179,181.0135345,44.86371231,109.9178848,17.57069206,78.67999268,229.5619202,236.5738525,2629.73,23930.15,15.9,109.06,1.3569,1.197
219,46.38392258,44.01299286,79.04750061,1051,149.1900635,33.77622986,58.81800079,28.26777267,52.9799118,31.04000092,40.44464874,181.7598114,47.36204529,110.9542542,17.94145584,79.95078278,232.2069092,238.8931122,2663.42,24262.51,14.77,109.16,1.3535,1.1946
220,46.60884094,44.33141327,80.00700378,1059.459961,149.1629639,33.43580246,60.55400085,28.34079552,52.76864624,31.32999992,40.05858231,181.2874908,48.03152466,110.4181824,18.194664,80.13793945,230.4815216,241.0679932,2672.63,24357.32,14.75,109.14,1.3567,1.1927
221,47.05868912,44.54450226,79.61949921,1058.589966,148.9550629,33.42660141,60.39400101,28.38136864,52.97072983,31.85000038,39.46269989,181.1363373,47.97436905,109.5426254,18.11327553,81.20185852,229.3723297,240.9814301,2671.92,24360.21,14.71,109.16,1.3521,1.1863
222,47.67513275,44.85815048,80.40000153,1088.949951,148.4759369,33.37139511,61.36999893,28.53552818,52.66603851,32.45999908,38.92556381,188.1834259,47.74576187,110.3467178,18.63777351,81.61559296,231.4769135,240.5002289,2697.79,24542.54,13.42,109.68,1.3567,1.1852
223,47.70845795,45.49980164,80.45400238,1105.469971,149.2262573,34.19026566,61.00400162,28.70757866,53.22925949,32.86999893,39.61376572,190.3560791,48.20297623,111.990593,18.91810799,81.67479706,234.8233948,240.3173676,2723.07,24739.53,13.23,109.53,1.3487,1.1896
224,47.24195099,45.32675171,80.14550018,1103.380005,149.5155487,33.94184875,60.2120018,29.08444214,52.8783989,32.75,40.80553818,184.8204803,48.36626816,113.6791687,18.74629021,82.4149704,237.8570709,240.5002289,2727.72,24831.17,12.65,109.26,1.3549,1.1951
225,47.54185104,45.22099686,80.07700348,1106.599976,148.9098663,33.70262909,58.39400101,29.37938309,52.74913788,33.38999939,40.69642639,181.0229797,48.39892197,112.6249313,18.88193321,81.88205719,238.2836609,236.8721466,2730.13,24899.41,12.93,109.52,1.3595,1.1976
226,48.12498093,44.810009,78.80599976,1084.869995,147.4091949,33.98784637,56.83599854,29.24010849,52.29670334,32.75,40.10894775,180.3522797,48.20297623,111.794075,18.39361,81.93139648,234.4820862,237.7960358,2711.45,24706.41,14.63,110.25,1.3512,1.1864
227,49.45785522,45.22820663,79.36399841,1084.089966,147.237381,34.99074173,57.29600143,29.23191643,52.7675972,32.77000046,40.16768265,182.5714722,48.40709305,111.990593,18.27604866,83.09591675,234.2735901,238.0269775,2722.46,24768.93,13.42,110.22,1.3478,1.1788
228,49.16628647,44.94219971,79.08799744,1081.26001,145.8271637,35.23916245,56.90800095,29.25649071,52.81376266,32.58000183,40.15929794,180.1720886,47.90787125,110.6504822,18.36648178,82.20774078,235.5439301,237.2667389,2720.13,24713.98,13.43,110.76,1.3507,1.1798
229,46.90874481,44.77876282,78.71849823,1069.640015,145.5288391,34.76992798,55.36399841,29.19914055,52.77684021,32.63000107,40.06697845,179.2711334,46.85994339,110.9989243,18.53829765,82.74064636,236.4824524,235.6403503,2712.97,24715.09,13.42,110.71,1.3476,1.1775
230,47.69179535,45.09602356,79.27300262,1084.01001,145.9808502,35.0459404,56.89799881,29.33023262,52.94303131,33.63000107,40.6460762,184.1552277,46.57939148,110.5343246,19.08992577,82.81958771,241.4216461,239.0181885,2733.01,25013.29,13.08,111.08,1.3418,1.1768
231,48.32491302,44.98305893,79.06999969,1075.310059,144.1456299,35.22076035,55.0019989,29.26468277,52.59217834,32.86000061,40.96499634,183.8707581,46.68666458,109.8106613,19.18939972,81.67479706,239.4591827,238.8642426,2724.44,24834.41,13.22,110.94,1.3445,1.1783
232,48.54983139,45.27147675,80.09300232,1085.959961,146.1073761,34.82512283,55.81399918,29.46950531,53.0815239,33.41999817,40.78035736,184.5630493,47.01672745,110.2930984,19.36122131,81.2504425,237.4494019,240.0960388,2733.29,24886.81,12.58,110.05,1.3341,1.1693
233,48.54983139,45.22099686,80.15350342,1085.449951,146.8034973,35.32197189,55.56999969,29.403965,53.25695801,33.52000046,40.82232285,183.6526184,47.08273315,109.220993,19.58729362,80.95436859,238.6533966,242.7425079,2727.76,24811.76,12.53,109.3,1.3384,1.1729
234,47.87507248,45.32434845,80.50749969,1084.079956,147.544754,35.23916245,55.77000046,29.23191643,53.47855377,33.63000107,40.72160721,184.1837158,47.66858673,109.32901,19.49686241,80.75700378,238.4258881,240.9140167,2721.33,24753.09,13.22,109.35,1.3321,1.1666
235,47.69179535,45.16091537,80.64350128,1068.069946,145.2034149,34.39268875,56.7519989,29.24830437,52.841465,34.04000092,40.45304871,183.4060364,47.36328125,107.4659119,19.46069527,79.27666473,234.7380676,236.5449524,2689.86,24361.45,17.02,108.62,1.3258,1.1551
236,48.34156799,45.06476974,81.24449921,1077.469971,146.288208,34.80672455,58.34400177,29.53505135,53.07229233,34.36000061,40.78875732,185.5683289,48.55148697,108.8789749,19.73198318,80.6583252,239.9237366,242.2228088,2724.01,24667.78,14.94,109.04,1.3296,1.1664
237,46.94205475,44.91335297,81.48100281,1100,144.6519165,39.28752518,56.94599915,29.43673706,52.32440186,34.70000076,40.00822449,185.8907928,47.42928314,107.6639023,19.56016541,79.65168762,236.1695862,242.0110779,2705.27,24415.84,15.43,108.73,1.3289,1.167
238,48.23328018,45.72332001,82.07700348,1135,144.7974854,39.74757004,58.36399841,29.69890022,52.54599762,36.65000153,40.12571716,182.5619812,47.56956863,109.1399689,19.81337357,81.56624603,240.4167328,243.3295593,2734.62,24635.21,13.46,109.49,1.3358,1.1679
239,47.87507248,46.10547256,83.2634964,1153.040039,145.7618713,40.28121948,59.34799957,29.86275291,52.69373322,37.88000107,40.13411331,173.3912201,48.20492172,109.7610245,20.03040504,82.09916687,238.7861481,245.77388,2746.87,24813.69,12.74,109.66,1.3314,1.1696
240,49.29958344,46.46118927,84.81749725,1151.02002,145.0885773,39.94078445,58.22600174,29.85456467,51.41031647,39.79999924,40.26000977,167.7483978,47.79235458,109.3379974,19.84050179,81.98074341,238.8998871,252.7412872,2748.8,24799.98,12.4,109.63,1.336,1.1672
241,48.87471771,46.62221146,84.78749847,1146.949951,147.7269135,40.41923141,63.90000153,29.80540276,52.78607178,40.09999847,40.62929916,170.2426147,47.79235458,110.5170746,20.12083626,83.56963348,243.2133636,259.4777222,2772.35,25146.39,11.64,110,1.3429,1.1778
242,46.00904465,46.49723816,84.46499634,1134.420044,154.1862335,40.84616089,63.2179985,29.89553642,52.75836945,39.70000076,41.13285828,167.1509247,47.5860672,111.0030975,19.97614861,83.06632233,243.8769836,261.7969666,2770.37,25241.41,12.13,109.92,1.3427,1.1815
243,46.63383102,46.07421875,84.19950104,1132.709961,153.6676331,41.06890488,63.5320015,30.04300308,52.25977325,41.20999908,41.27552795,168.9243469,48.24618149,111.660141,19.97614861,83.03671265,246.6262054,259.8723145,2779.03,25316.53,12.18,109.45,1.3406,1.1773
244,48.26660538,45.96126938,84.45600128,1140.900024,151.4660797,41.62577438,66.41999817,29.73986435,52.14897537,41.41999817,41.37623215,171.4850006,49.40963745,110.4000549,19.50590706,82.88867188,248.3516083,259.6124573,2782,25322.31,12.35,109.94,1.3386,1.1802
245,47.56684113,46.21362305,84.9375,1148.189941,151.6843567,41.00393677,68.55400085,29.73986435,52.14897537,43.49000168,40.96499634,170.1288147,49.60766983,110.2920456,19.40643311,82.71104431,251.726532,262.9133606,2786.85,25320.73,12.34,110.22,1.3416,1.1792
246,47.4418869,45.83388138,85.24299622,1144.22998,151.5479126,41.25452805,68.95600128,29.67432594,51.89968109,44.06999969,39.78162384,167.312149,49.59117126,110.3730469,19.06279755,81.64520264,249.2522278,263.2789612,2775.63,25201.2,12.94,110.41,1.3378,1.1784
247,49.21626663,45.85791779,86.19300079,1160.109985,151.9755249,40.43778992,71.54399872,29.62517166,52.64756393,46.75999832,40.13411331,167.1509247,50.06149673,110.1750412,19.28887558,81.8425827,249.7831421,263.8768005,2782.49,25175.31,12.12,110.44,1.3333,1.1634
248,48.67479324,45.38683701,85.79850006,1159.27002,151.438736,40.7533493,71.63400269,29.78902435,52.7306633,45.79999924,40.33554459,164.3627014,50.83713531,110.3550568,19.25270462,82.74064636,250.8069153,267.4350281,2779.66,25090.48,11.98,110.58,1.3283,1.1616
249,49.13296127,45.36280823,86.1894989,1183.579956,151.2749634,40.79047394,74.16600037,29.62517166,52.83223343,46,39.83197403,166.0507965,50.22652817,109.1939774,19.15322685,83.22422791,249.9632874,271.6682739,2773.75,24987.47,12.31,110.44,1.3247,1.1606
250,48.79614639,44.62975311,86.73899841,1178.689941,150.0832062,39.22196198,70.51000214,29.67432594,53.02612686,44.95000076,40.70483017,163.5186462,51.27446365,110.3190689,19.08992577,81.891922,244.9577484,277.1261902,2762.59,24700.21,13.35,110.02,1.3172,1.1577
251,48.90561676,44.82443237,87.5039978,1184.069946,147.8907013,38.93424988,72.44400024,29.87095261,48.21564484,46.13000107,40.36072159,165.4343719,52.01709366,109.8420486,19.43356133,80.93463898,238.3595123,277.6179504,2767.32,24657.8,12.79,110.14,1.3213,1.1592
252,49.20875168,44.57447433,86.51100159,1169.439941,146.0438385,38.16391754,69.5019989,29.73986435,46.73832703,45.24000168,40.8139267,163.1203156,51.62927246,109.310997,19.56016541,79.95761871,233.8943634,280.375824,2749.76,24461.7,14.64,110.05,1.3251,1.16
253,49.02350616,44.44468307,85.78350067,1169.290039,149.7010956,38.28457642,66.72599792,29.91191292,47.31078339,45.88000107,41.76230621,161.3563538,52.15736389,110.5620804,19.37026405,79.80957794,229.8071442,281.9475403,2754.88,24580.89,13.77,109.98,1.3258,1.163
254,47.01102448,43.78373718,83.15750122,1139.280029,145.388855,37.6905899,66.60199738,29.80540276,46.77526855,44.16999817,41.62802124,157.9421997,52.24813461,110.3370514,19.02662468,78.2305603,222.9253845,269.5275574,2717.07,24252.8,17.33,109.62,1.3273,1.1694
255,47.58360672,44.32690811,84.55449677,1132.619995,146.3895721,38.06182861,68.40000153,29.80540276,46.51674271,44.84000015,41.37623215,158.5681458,52.15736389,110.1210403,18.94523811,78.15161133,225.1306,272.9989624,2723.06,24283.11,15.92,109.92,1.3243,1.1675
256,46.8931427,44.2620163,83.02549744,1116.939941,143.2145081,37.46783447,68.90000153,29.66613197,46.01815033,43.70000076,41.38464355,155.4479828,51.72829056,109.4550095,19.03566742,77.23381805,218.3819122,271.417572,2699.63,24117.59,17.91,110.34,1.3139,1.1588
257,47.45730591,44.58407974,85.07250214,1126.780029,142.2137909,37.60705566,69.98600006,29.78902435,44.81783295,44.79000092,42.6855011,155.5428162,51.6952858,109.8060303,19.04479599,77.22393799,215.4542999,272.0154114,2716.31,24216.05,16.85,110.38,1.3095,1.1582
258,47.54992294,44.49035263,84.98999786,1129.189941,142.5503998,36.56757736,68.58999634,29.72347641,45.10406113,43.66999817,42.22390747,158.7008972,51.83555984,109.2120056,19.23652267,78.12201691,215.8249817,272.0925903,2718.37,24271.41,16.09,110.71,1.3197,1.1677
259,48.50985336,44.98786163,85.68900299,1142.109985,142.7141266,36.6603775,67.01399994,29.76444626,45.29795837,44.97999954,42.31623459,146.1823883,51.23320389,109.4280014,19.02653694,78.26016998,218.0397034,270.9643555,2726.71,24307.18,15.6,110.73,1.3133,1.1604
260,47.91201401,44.20433807,84.69799805,1116.280029,142.3593445,36.16848373,62.17200089,29.7808342,45.03019333,43.88999939,42.55123138,144.3140717,51.68703079,110.4450684,19.1908741,78.40820313,216.3477783,270.1254578,2713.22,24174.82,16.14,110.54,1.3174,1.1653
261,49.35189819,44.56004715,84.9865036,1141.290039,143.1235352,36.63253403,61.83200073,30.20685768,44.88247299,45.06000137,43.03800964,146.8462067,52.76796722,112.5061646,19.27304268,78.64505005,217.2697754,267.8207397,2736.61,24356.74,14.97,110.59,1.3228,1.1697
262,49.33505249,45.17773819,85.53150177,1155.079956,145.0339966,36.34481812,61.77999878,30.40348244,45.22409821,46.65000153,43.20586014,148.7619476,53.16404343,113.1812134,19.46476746,79.50364685,216.9751129,269.1803284,2759.82,24456.48,13.37,110.48,1.3262,1.1738
263,49.46978378,45.80503845,86.9509964,1167.280029,145.5071259,36.89240646,63.70199966,30.44444275,46.07354736,44.13999939,43.07852173,151.8631287,52.78447723,113.4512329,19.48302841,79.87867737,223.315094,268.3318481,2784.17,24776.59,12.69,110.78,1.3202,1.1744
264,49.58766556,45.74976349,87.15350342,1167.140015,146.1257324,37.20796585,64.4940033,30.66565323,46.55366898,43.75,43.58791733,156.8421173,52.80923462,114.6482849,19.51041794,80.21420288,223.9994507,262.6618652,2793.84,24919.66,12.64,111.24,1.3266,1.1728
265,48.19830322,45.15610886,87.75,1171.459961,144.3062286,36.47475815,63.79199982,30.48541832,46.29513931,43.86999893,43.58791733,152.8683929,52.59469604,113.6222229,19.29129982,79.5530014,218.8286438,269.6721802,2774.02,24700.45,13.63,111.52,1.3241,1.1722
266,49.6971283,45.91319656,89.83100128,1201.26001,144.7610931,36.44691467,63.34199905,30.73939323,46.39670181,45.25999832,43.50301361,156.0359802,52.51218414,114.9903107,19.32782173,79.93788147,221.1764374,269.0646973,2798.29,24924.89,12.58,112.41,1.3238,1.1692
267,49.6971283,45.98530197,90.65149689,1204.420044,144.206131,36.53044128,63.77399826,30.74758339,47.66164398,44.49000168,43.64735031,156.7093353,52.68545914,113.3432236,19.3369503,79.90827942,222.1839752,271.3500366,2801.31,25019.41,12.18,112.38,1.3216,1.1667
268,49.21716309,45.88436127,91.12449646,1196.51001,144.4517822,36.71607208,62.02000046,30.62469292,47.03379059,44.25999832,43.80016327,157.4585419,51.68703079,112.2271576,19.1908741,79.02994537,218.7906189,269.2190247,2798.43,25064.36,12.83,112.29,1.3236,1.171
269,48.92245102,46.0141449,92.19650269,1213.079956,145.3342438,37.1522789,64.53800201,30.84589005,47.34772873,44.70999908,43.66432571,156.4437866,52.02534485,116.2053833,19.20000267,80.00696564,219.712616,271.9672241,2809.55,25119.89,12.06,112.79,1.3161,1.1664
270,48.92245102,45.76177597,92.14600372,1212.910034,143.6784821,37.00378036,64.76999664,30.85409164,47.22769165,43.34000015,43.41812134,156.4342957,50.82063293,115.0263214,19.27304268,81.87219238,224.5032349,273.548645,2815.62,25199.29,12.1,112.82,1.305,1.1645
271,48.14778137,46.11748886,90.64849854,1199.099976,143.2053986,36.48404312,64.04599762,30.60829926,47.40311813,43.43999863,43.0870018,155.1255493,50.61434937,113.3522263,19.60171127,81.06293488,224.8454437,266.8660889,2804.49,25064.5,12.87,112.98,1.2987,1.1604
272,47.55834579,46.01173401,90.68499756,1197.880005,143.7148895,36.56757736,62.7159996,30.58372688,47.00609589,43.41999817,42.97663116,155.4574738,50.07800674,113.2712402,19.42824936,80.88529205,223.305603,267.2711182,2801.83,25058.12,12.86,111.74,1.3114,1.1708
273,47.44889069,46.05259705,90.09999847,1211,144.4245148,36.44691467,60.63999939,30.48541832,47.26462173,43.31000137,43.0870018,155.2867432,49.75619507,113.973259,19.70214462,80.5398941,224.7028198,262.0446777,2806.98,25044.29,12.62,111.36,1.3105,1.1702
274,46.91840363,46.38668442,91.46199799,1258.150024,143.6875916,36.641819,59.48600006,30.88685799,47.2461586,42.16999817,43.7322464,155.1160431,49.23636246,116.4303818,19.29129982,79.43456268,225.1115875,253.6747437,2820.4,25241.94,12.41,111.27,1.3135,1.1684
275,47.52467728,46.82410431,93.18049622,1275.939941,144.5518494,34.94337845,61.7480011,31.1244545,47.66164398,44.22000122,43.22284698,157.2404327,49.37663651,115.7643585,19.21826363,79.31614685,228.3528748,252.8357391,2846.07,25414.1,12.29,111.02,1.315,1.1677
276,48.4509201,46.67750168,90.40000153,1285.5,142.0500183,34.10807037,61.33000183,31.26373291,47.50469208,42.93999863,43.45207214,156.728302,49.90472794,117.2584381,19.23652267,78.5661087,229.30336,250.7142944,2837.44,25527.07,12.14,111.2,1.3119,1.1654
277,46.05109787,45.90117264,90.8635025,1252.890015,143.2690887,34.83199692,59.43600082,31.46854591,48.15100861,34.11999893,44.15674973,154.9548492,49.72319794,118.4014969,18.99914932,77.4213028,228.923172,251.3893585,2818.82,25451.06,13.03,110.94,1.3118,1.166
278,45.47009659,45.64401245,88.96099854,1230.040039,144.3244019,34.96193695,58.0340004,31.6160202,47.92018509,31.37999916,44.56427383,153.4659119,49.73969269,118.9595337,18.88959122,76.2666626,228.5429382,247.2525482,2802.6,25306.83,14.26,110.98,1.314,1.1718
279,44.30807877,45.73533249,88.87200165,1227.219971,143.3236847,35.18468475,59.62799835,32.71385956,48.37260818,31.87000084,43.84262085,158.1698151,49.71493912,119.2745438,19.117836,77.62857056,233.7042542,253.2793427,2816.29,25415.19,12.83,111.88,1.3125,1.1706
280,44.68699646,48.42960739,89.85849762,1232.98999,142.7596283,34.47003555,60.16799927,32.9924202,47.94787598,31.90999985,43.91902924,151.7303772,48.91454697,119.3825455,19.638237,77.51013947,229.1702881,260.6851196,2813.36,25333.82,13.15,111.72,1.312,1.1666
281,44.98171234,49.84524155,91.71649933,1241.130005,141.3858795,33.98741531,69.90799713,32.76105881,47.71705627,32.81999969,44.13127899,141.8198242,49.01356506,118.1314774,20.03081703,77.41144562,229.1893158,266.8660889,2827.22,25326.16,12.19,111.48,1.3035,1.1612
282,45.36904907,49.98945618,91.16449738,1238.160034,142.1137238,35.01762772,69.63400269,33.49642181,48.22486496,31.95999908,44.377491,141.487915,53.20529938,118.761528,19.7477932,77.15486145,231.2804565,269.5179443,2840.35,25462.58,11.64,111.12,1.3021,1.1597
283,45.66376114,50.24903107,92.38749695,1237.670044,142.577652,34.89696884,68.39800262,33.90954971,48.07714844,32.97999954,44.55578995,145.0538025,51.40649033,118.8245316,19.75692177,77.10551453,233.000885,270.1350708,2850.4,25502.18,11.27,111.43,1.2947,1.1564
284,46.20266724,49.77795029,93.12400055,1255.839966,141.9589996,34.87841415,75.91400146,33.74430084,48.07714844,32.66999817,44.5388031,145.3762207,50.59784698,118.3205032,19.51954842,76.58246613,235.586319,267.5411987,2858.45,25628.91,10.93,111.19,1.2957,1.1597
285,46.34580994,49.81160355,94.3259964,1261.329956,144.5791626,34.95265579,74.06800079,34.21526718,47.92838287,31.84000015,44.74256516,145.9452515,49.73969269,118.0594788,18.76177406,75.8817749,233.3430634,276.6728821,2857.7,25583.75,10.85,110.96,1.288,1.1598
286,42.96081924,50.20336151,94.9260025,1264.459961,144.924881,34.81343842,70.48999786,33.87649536,48.27238464,31.95999908,45.00574493,144.4563293,49.50865173,118.0864868,18.7069931,75.29837036,232.6872253,281.0411682,2853.58,25509.23,11.27,110.9,1.287,1.1566
287,42.84293747,50.05382538,94.31500244,1252.51001,144.3608246,33.95957947,71.09799957,33.81866074,47.89119339,32.00999832,44.54728317,140.8525238,49.21986008,117.6814575,18.50613785,74.80396271,229.7976532,280.9061584,2833.28,25313.14,13.16,110.66,1.2769,1.1399
